gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Coal_1000_SEA_CCS,Fujian,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_CCS,Jiangsu,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_CCS,Jiangsu,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_CCS,Shanghai,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_CCS,Shanghai,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_CCS,Zhejiang,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_CCS,Zhejiang,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_H2,Fujian,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_H2,Fujian,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_H2,Jiangsu,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_H2,Jiangsu,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_H2,Shanghai,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_H2,Shanghai,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_H2,Zhejiang,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_1000_SEA_H2,Zhejiang,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_100_RC,Anhui,Coal,2038,0.0,0.0,0.0,0.0,16633630.302647583,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Anhui,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Anhui,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Fujian,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Fujian,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Jiangsu,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Jiangsu,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Shanghai,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Shanghai,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Zhejiang,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT,Zhejiang,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Anhui,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Anhui,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Fujian,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Fujian,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Jiangsu,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Jiangsu,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Shanghai,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Shanghai,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Zhejiang,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_CCS,Zhejiang,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Anhui,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Anhui,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Fujian,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Fujian,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Jiangsu,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Jiangsu,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Shanghai,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Shanghai,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Zhejiang,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_OT_H2,Zhejiang,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Anhui,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Anhui,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Fujian,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Fujian,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Jiangsu,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Jiangsu,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Shanghai,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Shanghai,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Zhejiang,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC,Zhejiang,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Anhui,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Anhui,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Fujian,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Fujian,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Jiangsu,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Jiangsu,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Shanghai,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Shanghai,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Zhejiang,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_CCS,Zhejiang,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Anhui,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Anhui,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Fujian,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Fujian,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Jiangsu,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Jiangsu,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Shanghai,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Shanghai,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Zhejiang,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_RC_H2,Zhejiang,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA,Fujian,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA,Fujian,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA,Jiangsu,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA,Jiangsu,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA,Shanghai,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA,Shanghai,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA,Zhejiang,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA,Zhejiang,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_CCS,Fujian,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_CCS,Fujian,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_CCS,Jiangsu,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_CCS,Jiangsu,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_CCS,Shanghai,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_CCS,Shanghai,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_CCS,Zhejiang,Coal,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_CCS,Zhejiang,Coal,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_H2,Fujian,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_H2,Fujian,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_H2,Jiangsu,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_H2,Jiangsu,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_H2,Shanghai,Hydrogen,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_300_SEA_H2,Shanghai,Hydrogen,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
