HYDRO_GEN_TPS_1,HYDRO_GEN_TPS_2,SpillHydro
Anhui-Hydro_NonPumped-ep-30311,2040.06.26.12,0.0
Anhui-Hydro_NonPumped-ep-30311,2040.06.26.16,0.0
Anhui-Hydro_NonPumped-ep-30311,2040.06.26.20,0.0
Anhui-Hydro_NonPumped-ep-30311,2040.12.19.00,0.0
Anhui-Hydro_NonPumped-ep-30311,2040.12.19.04,0.0
Anhui-Hydro_NonPumped-ep-30311,2040.12.19.08,0.0
Anhui-Hydro_NonPumped-ep-30311,2040.12.19.12,0.0
Anhui-Hydro_NonPumped-ep-30311,2040.12.19.16,0.0
Anhui-Hydro_NonPumped-ep-30311,2040.12.19.20,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.06.12.00,20.99870629705086
Anhui-Hydro_NonPumped-ep-30311,2050.06.12.04,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.06.12.08,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.06.12.12,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.06.12.16,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.06.12.20,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.12.12.00,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.12.12.04,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.12.12.08,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.12.12.12,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.12.12.16,0.0
Anhui-Hydro_NonPumped-ep-30311,2050.12.12.20,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.06.26.00,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.06.26.04,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.06.26.08,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.06.26.12,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.06.26.16,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.06.26.20,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.12.19.00,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.12.19.04,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.12.19.08,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.12.19.12,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.12.19.16,0.0
Anhui-Hydro_NonPumped-ep-30342,2040.12.19.20,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.06.12.00,32.13535923815995
Anhui-Hydro_NonPumped-ep-30342,2050.06.12.04,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.06.12.08,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.06.12.12,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.06.12.16,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.06.12.20,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.12.12.00,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.12.12.04,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.12.12.08,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.12.12.12,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.12.12.16,0.0
Anhui-Hydro_NonPumped-ep-30342,2050.12.12.20,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.06.26.00,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.06.26.04,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.06.26.08,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.06.26.12,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.06.26.16,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.06.26.20,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.12.19.00,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.12.19.04,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.12.19.08,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.12.19.12,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.12.19.16,0.0
Anhui-Hydro_NonPumped-ep-30373,2040.12.19.20,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.06.12.00,44.88135508983424
Anhui-Hydro_NonPumped-ep-30373,2050.06.12.04,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.06.12.08,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.06.12.12,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.06.12.16,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.06.12.20,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.12.12.00,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.12.12.04,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.12.12.08,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.12.12.12,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.12.12.16,0.0
Anhui-Hydro_NonPumped-ep-30373,2050.12.12.20,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.06.26.00,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.06.26.04,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.06.26.08,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.06.26.12,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.06.26.16,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.06.26.20,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.12.19.00,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.12.19.04,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.12.19.08,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.12.19.12,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.12.19.16,0.0
Anhui-Hydro_NonPumped-ep-30404,2040.12.19.20,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.06.12.00,51.30585198880914
Anhui-Hydro_NonPumped-ep-30404,2050.06.12.04,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.06.12.08,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.06.12.12,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.06.12.16,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.06.12.20,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.12.12.00,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.12.12.04,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.12.12.08,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.12.12.12,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.12.12.16,0.0
Anhui-Hydro_NonPumped-ep-30404,2050.12.12.20,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.06.26.00,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.06.26.04,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.06.26.08,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.06.26.12,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.06.26.16,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.06.26.20,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.12.19.00,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.12.19.04,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.12.19.08,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.12.19.12,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.12.19.16,0.0
Anhui-Hydro_NonPumped-ep-30435,2040.12.19.20,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.06.12.00,35.80466107424776
Anhui-Hydro_NonPumped-ep-30435,2050.06.12.04,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.06.12.08,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.06.12.12,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.06.12.16,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.06.12.20,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.12.12.00,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.12.12.04,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.12.12.08,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.12.12.12,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.12.12.16,0.0
Anhui-Hydro_NonPumped-ep-30435,2050.12.12.20,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.06.26.00,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.06.26.04,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.06.26.08,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.06.26.12,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.06.26.16,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.06.26.20,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.12.19.00,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.12.19.04,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.12.19.08,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.12.19.12,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.12.19.16,0.0
Anhui-Hydro_NonPumped-ep-30466,2040.12.19.20,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.06.12.00,39.02334689537794
Anhui-Hydro_NonPumped-ep-30466,2050.06.12.04,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.06.12.08,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.06.12.12,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.06.12.16,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.06.12.20,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.12.12.00,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.12.12.04,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.12.12.08,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.12.12.12,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.12.12.16,0.0
Anhui-Hydro_NonPumped-ep-30466,2050.12.12.20,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.06.26.00,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.06.26.04,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.06.26.08,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.06.26.12,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.06.26.16,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.06.26.20,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.12.19.00,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.12.19.04,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.12.19.08,0.0
Anhui-Hydro_NonPumped-ep-30497,2040.12.19.12,0.0
